report_date,governorate,city,longitude,latitude,issue_type,report_headline,report_detail,text_length,report_category,proximity_to_service,repetition_flag,report_truth
2026-03-15,Ismailia,El Qantara,32.291208,30.637074,telecom,Lost Pet,My cat has been missing since yesterday near Building 73.,66,citizen,0,0,Out_of_scope
2025-12-26,Red Sea,Ras Gharib,33.760014,27.280148,gas_issue,Suspected Gas Explosion,"Low gas pressure, the heater is not working.",68,citizen,1,0,True
2025-10-08,Red Sea,El Gouna,33.744177,27.30708,electricity,[Follow-up] Broken Street Light,"Still not resolved, I reported this last week: Power surges are damaging appliances in the whole building.",138,citizen,1,1,Repeated
2026-03-25,Ismailia,El Qantara,32.219996,30.596628,water,Noise Complaint,Neighbors are making too much noise late at night at Building 20.,81,citizen,1,0,Out_of_scope
2025-11-06,Sharqia,Abu Hammad,31.495113,30.651458,electricity,[Follow-up] Broken Street Light,Following up on my previous report about Live wires are exposed on the pole near Street 39.,123,citizen,1,1,Repeated
2025-07-18,Cairo,Zamalek,31.209833,30.108928,waste_garbage,Illegal Dumping,Mountains of waste blocking the pavement on Street 150.,71,citizen,0,1,True
2026-03-04,Aswan,Kom Ombo,32.820891,24.141287,road_damage,Damaged Pavement,A large pothole on Street 106 is damaging vehicles. The building is shaking and cracking.,106,citizen,1,1,Emergency
2025-10-22,Suez,El Arbaeen,32.539342,30.021438,electricity,Frequent Voltage Drops,Repeated outages every night since last week at Street 25. No one is answering the phone.,112,citizen,1,0,True
2025-06-30,Cairo,Shubra,31.221056,30.015261,gas_issue,Valve Damage,The main gas meter is making a loud whistling sound.,65,citizen,1,0,True
2025-11-24,Sohag,Akhmim,31.67338,26.483138,waste_garbage,[Follow-up] Trash Accumulation,Resubmitting my complaint about Dead carcass in the middle of the road causing a health risk.,124,citizen,1,1,Repeated
2025-10-08,Red Sea,Marsa Alam,33.863224,27.226601,road_damage,Damaged Pavement,Part of the road near Building 52 has completely collapsed. This is a total mess.,98,citizen,0,0,True
2025-08-30,Sohag,Girga,31.677358,26.568524,water,Water Leak,"Water pressure is extremely low, nothing comes from the tap.",71,citizen,1,0,True
2026-01-04,Ismailia,El Qantara,32.278797,30.551906,gas_issue,[Follow-up] Gas Smell,"Resubmitting my complaint about Low gas pressure, the heater is not working.",98,citizen,1,1,Repeated
2025-12-31,Luxor,Esna,32.71525,25.730593,waste_garbage,Trash Accumulation,I am not sure but maybe the garbage smell is unbearable and attracting insects. though everything looks fine from outside.,141,citizen,0,0,False
2026-01-12,Suez,Ataka,32.629026,29.966315,telecom,No Internet,Mobile signal is completely lost in the Street 145 area.,68,citizen,1,0,True
2025-10-04,Giza,Imbaba,31.204955,29.985394,electricity,Electric Sparking,Live wires are exposed on the pole near Street 61.,68,citizen,1,1,True
2025-09-16,Luxor,Karnak,32.61514,25.659284,road_damage,Large Pothole,The pavement is cracked and very dangerous for pedestrians. Immediate danger — residents are evacuating.,118,citizen,1,1,Emergency
2026-03-02,Red Sea,Marsa Alam,33.754957,27.276588,water,Burst Pipe,The water smells terrible and is brown in color. This is a total mess.,81,citizen,1,0,True
2026-01-16,Minya,Minya City,30.683772,28.13792,road_damage,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,0,0,Out_of_scope
2025-09-25,Aswan,Daraw,32.931125,24.088185,waste_garbage,Dead Animal,"Dead carcass in the middle of the road causing a health risk. Fix it ASAP, we can't live like this.",111,citizen,1,0,True
2025-12-23,Qalyubia,Khusus,31.202035,30.359425,gas_issue,Gas Leak,The main gas meter is making a loud whistling sound.,61,citizen,1,0,True
2025-08-07,Red Sea,Marsa Alam,33.842688,27.309295,waste_garbage,Dead Animal,Dead carcass in the middle of the road causing a health risk. The whole street is blocked.,102,citizen,1,0,True
2025-09-23,Minya,Minya City,30.825901,28.141857,gas_issue,Check this,The main gas me,26,citizen,1,0,Unclear
2025-11-01,Qalyubia,Shubra El Kheima,31.22305,30.274974,road_damage,!!! CRITICAL !!! - Flooded Road,CRITICAL!! The pavement is cracked and very dangerous for pedestrians.,102,citizen,0,0,Emergency
2025-05-05,Luxor,Esna,32.68965,25.721386,waste_garbage,Health Hazard Waste,Dead carcass in the middle of the road causing a health risk. I already called before and nothing happened.,127,citizen,1,0,True
2025-06-03,Qalyubia,Khusus,31.142749,30.259539,waste_garbage,Illegal Dumping,Trash has not been collected from Street 76 for a week. No one is answering the phone.,102,citizen,0,1,True
2025-12-08,Aswan,Aswan City,32.837511,24.095873,road_damage,[Follow-up] Road Collapse,Following up on my previous report about The pavement is cracked and very dangerous for pedestrians.,126,citizen,1,1,Repeated
2025-05-31,Dakahlia,Mansoura,31.403812,31.033482,telecom,Signal Loss,Mobile signal is completely lost in the Street 139 area. It has been like this for two days.,104,citizen,1,0,True
2026-01-21,Minya,Beni Mazar,30.760565,28.090823,water,[Follow-up] Water Leak,This is the second time I am reporting The water smells terrible and is brown in color.,110,citizen,1,1,Repeated
2025-07-22,Cairo,Zamalek,31.225545,29.99308,water,Water Leak,A 4-inch diameter pipe burst in front of Building 61.,64,citizen,1,0,True
2025-12-27,Sohag,Tahta,31.756847,26.577988,gas_issue,Gas Smell,Neighbors are evacuating due to the strong gas odor.,62,citizen,1,0,True
2026-02-15,Qalyubia,Khusus,31.258195,30.405253,road_damage,Large Pothole,Part of the road near Building 47 has completely collapsed. The whole street is blocked.,102,citizen,1,0,True
2026-01-17,Dakahlia,Talkha,31.332377,30.972597,road_damage,Large Pothole,"Road is flooded and completely impassable near Building 37. Fix it ASAP, we can't live like this.",111,citizen,1,0,True
2025-11-26,Dakahlia,Talkha,31.304579,31.029651,electricity,test report,asdfgh,18,citizen,1,0,Unclear
2026-02-11,Sharqia,Zagazig,31.511331,30.539828,gas_issue,Traffic Accident Report,"A car accident occurred at Street 24, need police assistance.",85,citizen,0,0,Out_of_scope
2025-10-25,Alexandria,El Mandara,29.941918,31.233871,gas_issue,Gas Smell,A very strong smell of gas detected at Building 59.,61,business,1,0,True
2025-12-12,Ismailia,Abu Sultan,32.29756,30.643957,gas_issue,Valve Damage,"The main gas meter is making a loud whistling sound. Fix it ASAP, we can't live like this.",103,citizen,1,0,True
2025-11-15,Suez,Ain Sokhna,32.535558,29.99172,telecom,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-10-11,Minya,Abu Qurqas,30.73036,28.090835,gas_issue,Suspected Gas Explosion,Neighbors are evacuating due to the strong gas odor. The whole street is blocked.,105,citizen,0,0,True
2025-10-22,Qalyubia,Khusus,31.208894,30.392075,gas_issue,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,1,0,Out_of_scope
2025-07-16,Sharqia,Abu Hammad,31.553148,30.533613,gas_issue,Suspected Gas Explosion,"Low gas pressure, the heater is not working.",68,citizen,1,0,True
2025-05-07,Luxor,Esna,32.575294,25.758064,road_damage,asdfgh,A large pothole,22,citizen,1,0,Unclear
2025-06-06,Suez,Ain Sokhna,32.609889,29.950513,telecom,???,The telephone l,19,citizen,1,0,Unclear
2025-10-25,Aswan,Daraw,32.861628,24.019438,water,Check this,Sewage water is,26,citizen,1,0,Unclear
2025-09-22,Giza,Faisal,31.176644,30.01667,telecom,Signal Loss,The entire building at Building 62 has no internet since yesterday. Children and elderly people are trapped inside. This is a total mess.,149,citizen,1,0,Emergency
2026-01-10,Cairo,Nasr City,31.240818,30.121706,gas_issue,asdfgh,Construction wo,22,citizen,1,0,Unclear
2025-09-27,Ismailia,Ismailia City,32.23631,30.553682,water,!!! FIRE !!! - Burst Pipe,FIRE!! Sewage water is flooding the entrance of Street 77.,84,citizen,1,0,Emergency
2026-04-04,Minya,Beni Mazar,30.679233,28.089383,telecom,Cable Cut,I think there might be a cable appears to have been cut near Street 30. but I have not seen it myself.,112,citizen,0,0,False
2025-11-19,Cairo,Maadi,31.195767,30.056823,telecom,[Follow-up] Signal Loss,Resubmitting my complaint about The telephone landline has been dead for three days.,108,business,1,1,Repeated
2025-05-29,Alexandria,Sidi Gaber,29.874632,31.16303,electricity,Broken Street Light,The electricity has been out at Building 47 for hours.,74,citizen,1,0,True
2025-10-25,Minya,Mallawi,30.777688,28.098348,water,test report,not sure,20,citizen,1,0,Unclear
2025-11-19,Minya,Mallawi,30.710597,28.140311,waste_garbage,Garbage Pile,I heard rumors about illegal dumping of construction waste near Building 38. though everything looks fine from outside.,132,citizen,1,0,False
2025-12-15,Alexandria,Smouha,29.913019,31.149933,electricity,Broken Street Light,Live wires are exposed on the pole near Street 84. The building is shaking and cracking. Please help quickly!,129,citizen,0,0,Emergency
2025-08-06,Minya,Mallawi,30.724003,28.122005,road_damage,Large Pothole,Part of the road near Building 52 has completely collapsed.,73,citizen,0,0,True
2026-03-04,Luxor,Luxor City,32.566445,25.736926,waste_garbage,Check this,Dead carcass in,26,citizen,1,0,Unclear
2025-09-09,Sharqia,Belbeis,31.472181,30.530058,telecom,Signal Loss,The telephone landline has been dead for three days. It has been like this for two days.,100,citizen,1,0,True
2025-12-02,Giza,Mohandessin,31.192664,29.938917,gas_issue,Neighborhood Security Issue,There are suspicious people gathering near Street 101 at night.,91,citizen,1,0,Out_of_scope
2026-01-05,Sharqia,Zagazig,31.507824,30.656786,waste_garbage,Health Hazard Waste,The garbage smell is unbearable and attracting insects.,75,citizen,1,0,True
2026-02-07,Giza,Imbaba,31.209512,29.995618,electricity,Frequent Voltage Drops,The electricity has been out at Building 11 for hours.,77,citizen,1,0,True
2025-10-06,Red Sea,El Gouna,33.745045,27.196896,gas_issue,Pressure Drop,"Low gas pressure, the heater is not working. We are suffering badly.",82,citizen,1,0,True
2026-02-26,Dakahlia,Talkha,31.301284,30.985958,water,Burst Pipe,The water smells terrible and is brown in color.,59,business,0,0,True
2026-04-07,Minya,Minya City,30.7976,28.062747,road_damage,Damaged Pavement,The pavement is cracked and very dangerous for pedestrians. Please help quickly!,97,business,1,0,True
2025-10-25,Minya,Beni Mazar,30.828195,28.16829,electricity,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,0,0,Out_of_scope
2025-06-25,Minya,Abu Qurqas,30.680622,28.093419,road_damage,[Follow-up] Damaged Pavement,"Still not resolved, I reported this last week: Road is flooded and completely impassable near Building 44.",135,citizen,1,1,Repeated
2025-12-08,Qalyubia,Shubra El Kheima,31.16497,30.347361,electricity,[Follow-up] Electric Sparking,This is the second time I am reporting Repeated outages every night since last week at Street 4.,126,citizen,1,1,Repeated
2026-03-28,Qalyubia,Qalyub,31.194141,30.403091,waste_garbage,Trash Accumulation,The garbage smell is unbearable and attracting insects. The structure looks like it may collapse. It has been like this for two days.,152,citizen,0,0,Emergency
2025-05-08,Cairo,Downtown Cairo,31.29629,30.066093,telecom,No Internet,The entire building at Building 69 has no internet since yesterday. Please help quickly!,100,citizen,1,1,True
2025-09-25,Dakahlia,El Gamalia,31.387351,31.02717,water,No Water Supply,A 4-inch diameter pipe burst in front of Building 6.,68,citizen,1,0,True
2026-02-01,Giza,Faisal,31.176956,29.959308,waste_garbage,Dead Animal,Mountains of waste blocking the pavement on Street 1.,65,citizen,1,0,True
2025-11-08,Alexandria,Miami,29.882314,31.161283,water,No Water Supply,I think there might be main supply line is leaking heavily near the valve. I could be wrong about this.,119,citizen,1,0,False
2026-01-24,Dakahlia,Mit Ghamr,31.420893,31.089946,electricity,Frequent Voltage Drops,A technical failure in the 500kVA transformer near Building 3. The whole street is blocked.,114,citizen,1,0,True
2026-01-09,Sharqia,Zagazig,31.423799,30.539537,gas_issue,!!! FIRE !!! - Pressure Drop,FIRE!! Construction work may have damaged a pipe on Street 149.,92,citizen,1,0,Emergency
2025-11-12,Minya,Minya City,30.687294,28.038305,electricity,[Follow-up] Frequent Voltage Drops,Resubmitting my complaint about Power surges are damaging appliances in the whole building.,126,citizen,1,1,Repeated
2025-09-21,Alexandria,Sidi Gaber,29.982654,31.120939,waste_garbage,Trash Accumulation,Dead carcass in the middle of the road causing a health risk.,80,citizen,1,0,True
2026-03-05,Red Sea,El Gouna,33.794575,27.182655,waste_garbage,Illegal Dumping,Mountains of waste blocking the pavement on Street 37. I already called before and nothing happened.,116,citizen,1,0,True
2025-07-22,Dakahlia,Mit Ghamr,31.45807,31.028614,waste_garbage,Illegal Dumping,I think there might be trash has not been collected from Street 39 for a week. although my neighbor disagrees.,126,citizen,1,0,False
2026-02-24,Sohag,Tahta,31.634668,26.56468,waste_garbage,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,1,0,Out_of_scope
2026-02-19,Giza,Mohandessin,31.235284,30.016376,waste_garbage,Trash Accumulation,The garbage smell is unbearable and attracting insects.,74,citizen,1,0,True
2026-02-10,Alexandria,Smouha,29.866827,31.271478,road_damage,Check this,help,15,citizen,1,0,Unclear
2026-03-03,Minya,Abu Qurqas,30.683163,28.156191,water,Burst Pipe,"Water pressure is extremely low, nothing comes from the tap.",71,citizen,1,1,True
2025-07-29,Ismailia,Fayed,32.233934,30.539066,waste_garbage,Dead Animal,Illegal dumping of construction waste near Building 70. People are suffocating and cannot breathe.,110,citizen,0,0,Emergency
2025-04-11,Cairo,Shubra,31.285327,30.009968,road_damage,[Follow-up] Flooded Road,"Still not resolved, I reported this last week: A large pothole on Street 55 is damaging vehicles.",122,citizen,1,1,Repeated
2025-04-23,Minya,Beni Mazar,30.757182,28.04392,waste_garbage,Garbage Pile,Illegal dumping of construction waste near Building 24.,68,citizen,1,0,True
2025-12-17,Cairo,Heliopolis,31.224786,30.083709,waste_garbage,Garbage Pile,Dead carcass in the middle of the road causing a health risk.,74,citizen,1,0,True
2025-06-26,Red Sea,El Gouna,33.817174,27.291888,telecom,[Follow-up] Signal Loss,Resubmitting my complaint about Mobile signal is completely lost in the Street 24 area.,111,citizen,1,1,Repeated
2025-12-06,Giza,Dokki,31.177932,30.052232,water,Water Leak,Someone told me there is main supply line is leaking heavily near the valve. but the workers said it was already fixed.,130,citizen,0,0,False
2025-06-29,Gharbia,Tanta,30.995338,30.864272,road_damage,Road Collapse,I am not sure but maybe a large pothole on Street 126 is damaging vehicles. but I have not seen it myself.,120,citizen,1,0,False
